Sample ID,Repo,PR #,PR URL,Disclosure Present,Disclosure Classification,Notes
"Homebrew/brew#22508","Homebrew/brew","22508","https://github.com/Homebrew/brew/pull/22508","Yes","Positive","AI was used to generate or assist with generating this PR. OpenAI Codex 5.5 xhigh"
"Homebrew/brew#22886","Homebrew/brew","22886","https://github.com/Homebrew/brew/pull/22886","Yes","Positive","AI was used to generate or assist with generating this PR. OpenAI Codex 5.5 xhigh"
"Homebrew/brew#23460","Homebrew/brew","23460","https://github.com/Homebrew/brew/pull/23460","Yes","Negative","I did not use AI/LLM to create this PR"
"Homebrew/brew#23545","Homebrew/brew","23545","https://github.com/Homebrew/brew/pull/23545","Yes","Negative","I did not use AI/LLM to create this PR"
"Homebrew/brew#23058","Homebrew/brew","23058","https://github.com/Homebrew/brew/pull/23058","No","None",""
"Homebrew/brew#22352","Homebrew/brew","22352","https://github.com/Homebrew/brew/pull/22352","Yes","Positive","AI was used to generate or assist with generating this PR. OpenAI Codex 5.5 xhigh with manual review."
"Homebrew/brew#23127","Homebrew/brew","23127","https://github.com/Homebrew/brew/pull/23127","No","None",""
"Homebrew/brew#22963","Homebrew/brew","22963","https://github.com/Homebrew/brew/pull/22963","Yes","Positive","AI was used to generate or assist with generating this PR. Claude code, Opus 4.8."
"Homebrew/brew#22387","Homebrew/brew","22387","https://github.com/Homebrew/brew/pull/22387","No","None",""
"Homebrew/brew#23518","Homebrew/brew","23518","https://github.com/Homebrew/brew/pull/23518","Yes","Negative","I did not use AI/LLM to create this PR"
"Homebrew/brew#23481","Homebrew/brew","23481","https://github.com/Homebrew/brew/pull/23481","No","None",""
"Homebrew/brew#22694","Homebrew/brew","22694","https://github.com/Homebrew/brew/pull/22694","No","None",""
"Homebrew/brew#23623","Homebrew/brew","23623","https://github.com/Homebrew/brew/pull/23623","Yes","Negative","I did not use AI/LLM to create this PR"
"Homebrew/brew#23059","Homebrew/brew","23059","https://github.com/Homebrew/brew/pull/23059","Yes","Positive","AI was used to generate or assist with generating this PR. Claude"
"Homebrew/brew#23254","Homebrew/brew","23254","https://github.com/Homebrew/brew/pull/23254","No","None",""
"Homebrew/brew#22231","Homebrew/brew","22231","https://github.com/Homebrew/brew/pull/22231","Yes","Positive","AI was used to generate or assist with generating this PR. OpenAI Codex 5.5 xhigh"
"Homebrew/brew#22328","Homebrew/brew","22328","https://github.com/Homebrew/brew/pull/22328","No","None",""
"iree-org/iree#24622","iree-org/iree","24622","https://github.com/iree-org/iree/pull/24622","No","None",""
